Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
First Class,Consumer,Harlingen,Texas,Central,Furniture,Bookcases,241.332,5,0.32,-14.196
First Class,Consumer,Harlingen,Texas,Central,Office Supplies,Paper,5.184,1,0.2,1.8792
First Class,Consumer,Harlingen,Texas,Central,Office Supplies,Art,145.544,7,0.2,16.3737
Standard Class,Consumer,Grand Prairie,Texas,Central,Office Supplies,Envelopes,28.752,3,0.2,9.3444
Standard Class,Consumer,Grand Prairie,Texas,Central,Office Supplies,Paper,27.216,3,0.2,9.8658
Standard Class,Home Office,Pasadena,Texas,Central,Office Supplies,Art,6.368,2,0.2,1.0348
Standard Class,Home Office,Pasadena,Texas,Central,Office Supplies,Labels,48.848,2,0.2,15.8756
Standard Class,Home Office,Pasadena,Texas,Central,Office Supplies,Paper,19.648,2,0.2,6.6312
Standard Class,Home Office,Pasadena,Texas,Central,Furniture,Chairs,255.108,6,0.3,-18.222
Standard Class,Consumer,San Antonio,Texas,Central,Technology,Machines,287.91,3,0.4,33.5895
Standard Class,Consumer,San Antonio,Texas,Central,Office Supplies,Envelopes,36.6,3,0.2,11.895
First Class,Corporate,Bedford,Texas,Central,Office Supplies,Paper,29.664,4,0.2,10.0116
First Class,Corporate,Bedford,Texas,Central,Office Supplies,Art,9.184,7,0.2,2.87
First Class,Corporate,Bedford,Texas,Central,Technology,Phones,153.584,2,0.2,13.4386
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,146.176,8,0.2,47.5072
Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Labels,8.856,3,0.2,2.9889
Standard Class,Corporate,Houston,Texas,Central,Technology,Phones,158.376,3,0.2,13.8579
Standard Class,Consumer,Austin,Texas,Central,Office Supplies,Storage,13.72,1,0.2,1.2005
Standard Class,Consumer,Austin,Texas,Central,Technology,Accessories,55.2,1,0.2,-2.07
Standard Class,Corporate,Mcallen,Texas,Central,Office Supplies,Storage,8.928,2,0.2,0.6696
Same Day,Consumer,Houston,Texas,Central,Office Supplies,Paper,21.12,5,0.2,6.6
Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Paper,15.552,3,0.2,5.6376
Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Paper,31.104,6,0.2,11.2752
Standard Class,Consumer,Houston,Texas,Central,Technology,Accessories,171.96,5,0.2,45.1395
Second Class,Corporate,Port Arthur,Texas,Central,Office Supplies,Labels,11.696,2,0.2,3.9474
Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Paper,14.088,3,0.2,4.9308
Same Day,Consumer,The Colony,Texas,Central,Office Supplies,Envelopes,59.752,7,0.2,19.4194
Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Art,70.368,2,0.2,6.1572
Standard Class,Corporate,Dallas,Texas,Central,Technology,Phones,59.96,5,0.2,21.7355
Standard Class,Consumer,Port Arthur,Texas,Central,Office Supplies,Paper,10.368,2,0.2,3.6288
Standard Class,Consumer,Port Arthur,Texas,Central,Office Supplies,Paper,23.68,4,0.2,7.4
Standard Class,Home Office,Houston,Texas,Central,Office Supplies,Supplies,69.12,9,0.2,-14.688
Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Paper,25.92,5,0.2,9.072
Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Fasteners,21.312,6,0.2,7.1928
First Class,Consumer,Houston,Texas,Central,Office Supplies,Storage,10.784,1,0.2,0.8088
Standard Class,Corporate,El Paso,Texas,Central,Office Supplies,Envelopes,49.568,2,0.2,17.9684
First Class,Consumer,San Antonio,Texas,Central,Furniture,Chairs,127.869,3,0.3,-9.1335
Standard Class,Home Office,Houston,Texas,Central,Office Supplies,Fasteners,28.44,9,0.2,4.266
Second Class,Corporate,Houston,Texas,Central,Technology,Accessories,134.376,3,0.2,6.7188
Standard Class,Home Office,Austin,Texas,Central,Office Supplies,Art,5.248,2,0.2,0.5904
Standard Class,Home Office,Austin,Texas,Central,Office Supplies,Storage,74.416,2,0.2,-14.8832
Standard Class,Home Office,Austin,Texas,Central,Office Supplies,Paper,6.848,2,0.2,2.14
Standard Class,Consumer,Huntsville,Texas,Central,Office Supplies,Paper,36.288,7,0.2,12.7008
Second Class,Consumer,Dallas,Texas,Central,Technology,Accessories,15.576,3,0.2,3.3099
Standard Class,Consumer,Austin,Texas,Central,Technology,Accessories,22.368,4,0.2,6.4308
First Class,Corporate,San Antonio,Texas,Central,Technology,Accessories,113.52,5,0.2,29.799
First Class,Corporate,San Antonio,Texas,Central,Technology,Phones,359.88,3,0.2,22.4925
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Supplies,40.712,7,0.2,3.5623
Standard Class,Consumer,San Antonio,Texas,Central,Technology,Accessories,383.952,6,0.2,47.994
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Fasteners,1.824,2,0.2,0.6156
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Storage,48.816,3,0.2,-11.5938
Second Class,Consumer,League City,Texas,Central,Office Supplies,Art,67.144,7,0.2,5.8751
Standard Class,Consumer,Carrollton,Texas,Central,Office Supplies,Fasteners,18.864,9,0.2,6.1308
Second Class,Consumer,Dallas,Texas,Central,Office Supplies,Art,7.056,3,0.2,0.7938
Second Class,Consumer,Houston,Texas,Central,Office Supplies,Storage,44.84,5,0.2,5.605
Same Day,Consumer,Dallas,Texas,Central,Office Supplies,Art,4.448,2,0.2,0.3336
Same Day,Consumer,Dallas,Texas,Central,Office Supplies,Paper,5.184,1,0.2,1.8792
Same Day,Consumer,Dallas,Texas,Central,Office Supplies,Paper,15.552,3,0.2,5.4432
Second Class,Consumer,Dallas,Texas,Central,Office Supplies,Paper,15.552,3,0.2,5.4432
Standard Class,Consumer,Pasadena,Texas,Central,Office Supplies,Art,45.04,2,0.2,4.504
Standard Class,Consumer,Round Rock,Texas,Central,Office Supplies,Fasteners,2.304,1,0.2,0.7776
Standard Class,Consumer,Round Rock,Texas,Central,Technology,Phones,431.976,3,0.2,32.3982
Standard Class,Consumer,Round Rock,Texas,Central,Technology,Accessories,41.72,7,0.2,5.7365
First Class,Home Office,Houston,Texas,Central,Technology,Phones,196.776,3,0.2,14.7582
First Class,Home Office,Houston,Texas,Central,Furniture,Tables,200.795,1,0.3,-22.948
First Class,Home Office,Houston,Texas,Central,Technology,Accessories,46.688,4,0.2,-2.918
First Class,Home Office,Houston,Texas,Central,Office Supplies,Art,21.864,3,0.2,3.5529
Standard Class,Home Office,Odessa,Texas,Central,Furniture,Chairs,340.116,6,0.3,-9.7176
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,17.904,2,0.2,6.2664
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,89.568,2,0.2,32.4684
First Class,Consumer,Houston,Texas,Central,Office Supplies,Art,13.04,5,0.2,3.912
Standard Class,Consumer,Houston,Texas,Central,Technology,Phones,31.92,2,0.2,2.394
Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Envelopes,1.632,1,0.2,0.5508
Standard Class,Corporate,Dallas,Texas,Central,Technology,Phones,267.96,5,0.2,16.7475
Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Paper,41.92,4,0.2,15.196
Standard Class,Corporate,Dallas,Texas,Central,Technology,Phones,329.584,2,0.2,37.0782
Standard Class,Consumer,Houston,Texas,Central,Technology,Phones,151.192,1,0.2,13.2293
Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Paper,15.552,3,0.2,5.4432
Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Paper,10.368,2,0.2,3.6288
Second Class,Corporate,Houston,Texas,Central,Office Supplies,Paper,25.92,5,0.2,9.072
Second Class,Corporate,Houston,Texas,Central,Office Supplies,Fasteners,15.808,8,0.2,5.3352
Second Class,Corporate,Houston,Texas,Central,Office Supplies,Paper,10.368,2,0.2,3.7584
First Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,36.288,7,0.2,12.7008
First Class,Consumer,Houston,Texas,Central,Technology,Phones,150.384,2,0.2,15.0384
Standard Class,Home Office,Houston,Texas,Central,Office Supplies,Envelopes,20.936,1,0.2,7.0659
Second Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,16.176,3,0.2,6.066
First Class,Consumer,Houston,Texas,Central,Office Supplies,Storage,18.16,2,0.2,1.816
Standard Class,Corporate,Cedar Hill,Texas,Central,Office Supplies,Paper,115.296,3,0.2,40.3536
Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Art,2.672,1,0.2,0.334
Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Supplies,16.656,6,0.2,-3.123
Standard Class,Corporate,Houston,Texas,Central,Technology,Accessories,79.512,3,0.2,20.8719
Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Paper,36.288,7,0.2,12.7008
Standard Class,Corporate,Houston,Texas,Central,Furniture,Bookcases,67.9932,1,0.32,-12.9987
Second Class,Corporate,Houston,Texas,Central,Office Supplies,Storage,14.16,1,0.2,1.062
Second Class,Corporate,Houston,Texas,Central,Office Supplies,Paper,79.92,5,0.2,27.972
Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Envelopes,15.84,2,0.2,5.544
Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Paper,8.448,2,0.2,2.64
Same Day,Consumer,Laredo,Texas,Central,Office Supplies,Labels,11.84,1,0.2,4.44
Standard Class,Home Office,San Antonio,Texas,Central,Office Supplies,Labels,60.144,6,0.2,20.2986
Second Class,Corporate,Houston,Texas,Central,Technology,Accessories,85.2,6,0.2,20.235
Standard Class,Consumer,Waco,Texas,Central,Office Supplies,Storage,23.968,2,0.2,2.3968
First Class,Consumer,El Paso,Texas,Central,Office Supplies,Paper,10.368,2,0.2,3.6288
Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Storage,61.792,4,0.2,6.1792
Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Storage,33.488,7,0.2,-1.2558
Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Supplies,23.04,3,0.2,-4.896
Standard Class,Consumer,Plano,Texas,Central,Technology,Phones,95.992,1,0.2,9.5992
Standard Class,Consumer,Plano,Texas,Central,Office Supplies,Labels,13.216,4,0.2,4.2952
Standard Class,Home Office,Houston,Texas,Central,Office Supplies,Paper,20.736,4,0.2,7.2576
Standard Class,Consumer,Cedar Hill,Texas,Central,Office Supplies,Envelopes,7.08,3,0.2,2.478
First Class,Consumer,Edinburg,Texas,Central,Office Supplies,Paper,83.84,8,0.2,30.392
Standard Class,Consumer,Austin,Texas,Central,Office Supplies,Fasteners,3.488,2,0.2,0.5668
Standard Class,Consumer,Austin,Texas,Central,Office Supplies,Supplies,5.888,2,0.2,-1.3248
First Class,Home Office,Houston,Texas,Central,Office Supplies,Storage,151.056,9,0.2,7.5528
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Art,23.616,9,0.2,2.6568
Standard Class,Consumer,Houston,Texas,Central,Technology,Accessories,24.032,2,0.2,-0.6008
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Labels,2.088,1,0.2,0.6786
Standard Class,Consumer,Grand Prairie,Texas,Central,Technology,Accessories,65.44,5,0.2,-8.18
Standard Class,Home Office,Bedford,Texas,Central,Office Supplies,Paper,20.96,4,0.2,6.812
Standard Class,Home Office,Mcallen,Texas,Central,Technology,Accessories,27.696,3,0.2,3.462
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,117.456,3,0.2,44.046
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,25.92,5,0.2,9.072
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,75.88,5,0.2,26.558
Second Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,51.016,7,0.2,15.9425
Second Class,Consumer,Houston,Texas,Central,Office Supplies,Fasteners,25.248,4,0.2,7.89
Second Class,Consumer,Houston,Texas,Central,Furniture,Chairs,56.686,1,0.3,-14.5764
Standard Class,Consumer,Irving,Texas,Central,Technology,Phones,88.776,3,0.2,7.7679
Standard Class,Corporate,Plano,Texas,Central,Office Supplies,Labels,9.856,4,0.2,3.4496
Standard Class,Consumer,Dallas,Texas,Central,Technology,Phones,195.96,5,0.2,19.596
Second Class,Home Office,Corpus Christi,Texas,Central,Office Supplies,Paper,74.352,3,0.2,23.235
First Class,Consumer,Austin,Texas,Central,Technology,Accessories,47.984,2,0.2,14.3952
First Class,Consumer,Austin,Texas,Central,Technology,Accessories,62.592,8,0.2,13.3008
Standard Class,Home Office,Dallas,Texas,Central,Office Supplies,Art,5.248,2,0.2,0.5904
First Class,Consumer,Houston,Texas,Central,Office Supplies,Art,46.2,5,0.2,5.775
First Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,47.952,3,0.2,16.1838
First Class,Consumer,Houston,Texas,Central,Technology,Phones,7.992,1,0.2,0.6993
First Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,76.864,2,0.2,26.9024
Second Class,Home Office,Houston,Texas,Central,Office Supplies,Labels,2.464,1,0.2,0.8624
Second Class,Home Office,Houston,Texas,Central,Office Supplies,Storage,8.72,1,0.2,0.654
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Art,3.44,2,0.2,0.559
Second Class,Consumer,Houston,Texas,Central,Technology,Accessories,24.0,2,0.2,-2.7
Second Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,15.552,3,0.2,5.4432
Second Class,Consumer,Houston,Texas,Central,Technology,Accessories,26.176,2,0.2,-3.272
Standard Class,Home Office,El Paso,Texas,Central,Office Supplies,Labels,6.936,3,0.2,2.3409
Second Class,Consumer,Waco,Texas,Central,Office Supplies,Art,7.12,5,0.2,0.712
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Art,2.688,2,0.2,1.008
Standard Class,Consumer,Houston,Texas,Central,Furniture,Chairs,317.058,3,0.3,-18.1176
Standard Class,Consumer,Houston,Texas,Central,Technology,Accessories,227.976,3,0.2,28.497
Standard Class,Consumer,Texas City,Texas,Central,Furniture,Tables,102.438,1,0.3,-13.1706
Standard Class,Consumer,Texas City,Texas,Central,Furniture,Chairs,199.304,4,0.3,-8.5416
First Class,Corporate,Arlington,Texas,Central,Office Supplies,Fasteners,45.92,5,0.2,15.498
First Class,Corporate,Arlington,Texas,Central,Office Supplies,Paper,20.736,4,0.2,7.2576
Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Art,12.16,5,0.2,2.128
Standard Class,Consumer,San Antonio,Texas,Central,Office Supplies,Storage,93.456,3,0.2,-17.523
Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Paper,98.376,3,0.2,35.6613
Standard Class,Corporate,San Antonio,Texas,Central,Office Supplies,Paper,10.368,2,0.2,3.6288
Second Class,Consumer,Beaumont,Texas,Central,Technology,Accessories,119.976,3,0.2,-17.9964
Same Day,Consumer,Dallas,Texas,Central,Office Supplies,Paper,5.344,1,0.2,1.8704
Second Class,Corporate,El Paso,Texas,Central,Technology,Accessories,95.976,3,0.2,-10.7973
Same Day,Consumer,El Paso,Texas,Central,Office Supplies,Paper,36.544,2,0.2,11.8768
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Art,31.744,2,0.2,8.3328
Standard Class,Corporate,Port Arthur,Texas,Central,Office Supplies,Paper,5.184,1,0.2,1.8144
Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Paper,9.248,2,0.2,3.3524
Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Paper,82.656,9,0.2,30.996
Standard Class,Consumer,Mcallen,Texas,Central,Office Supplies,Art,4.448,2,0.2,0.3336
Standard Class,Consumer,Mcallen,Texas,Central,Office Supplies,Paper,5.184,1,0.2,1.8144
Standard Class,Consumer,Mcallen,Texas,Central,Office Supplies,Art,175.92,5,0.2,15.393
Standard Class,Consumer,Mcallen,Texas,Central,Office Supplies,Supplies,13.344,2,0.2,1.0008
Second Class,Corporate,Amarillo,Texas,Central,Office Supplies,Paper,19.648,2,0.2,6.6312
Standard Class,Corporate,Houston,Texas,Central,Technology,Accessories,143.96,5,0.2,1.7995
Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Paper,74.352,3,0.2,23.235
Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Storage,32.232,3,0.2,2.4174
Standard Class,Home Office,Houston,Texas,Central,Office Supplies,Supplies,5.552,2,0.2,-1.041
Standard Class,Home Office,Houston,Texas,Central,Office Supplies,Art,8.016,3,0.2,1.002
Standard Class,Home Office,Houston,Texas,Central,Furniture,Chairs,74.592,4,0.3,-2.1312
First Class,Consumer,Houston,Texas,Central,Office Supplies,Art,37.84,2,0.2,2.838
First Class,Consumer,Houston,Texas,Central,Office Supplies,Fasteners,5.472,6,0.2,1.8468
Second Class,Consumer,Houston,Texas,Central,Furniture,Chairs,85.246,2,0.3,-6.089
First Class,Corporate,Brownsville,Texas,Central,Office Supplies,Paper,10.688,2,0.2,3.7408
First Class,Corporate,Brownsville,Texas,Central,Office Supplies,Storage,237.096,3,0.2,20.7459
Second Class,Home Office,Houston,Texas,Central,Office Supplies,Art,9.912,3,0.2,3.2214
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,10.272,3,0.2,3.21
First Class,Corporate,Houston,Texas,Central,Technology,Accessories,47.976,3,0.2,8.3958
First Class,Corporate,Houston,Texas,Central,Office Supplies,Paper,20.736,4,0.2,7.2576
First Class,Consumer,Dallas,Texas,Central,Office Supplies,Storage,264.32,2,0.2,19.824
First Class,Home Office,Brownsville,Texas,Central,Furniture,Chairs,127.302,7,0.3,-9.093
First Class,Consumer,Dallas,Texas,Central,Technology,Accessories,119.448,3,0.2,-13.4379
Standard Class,Corporate,Austin,Texas,Central,Furniture,Chairs,179.886,1,0.3,-2.5698
Standard Class,Consumer,El Paso,Texas,Central,Office Supplies,Art,17.856,4,0.2,4.2408
First Class,Home Office,Dallas,Texas,Central,Office Supplies,Envelopes,114.848,4,0.2,35.89
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,10.688,2,0.2,3.7408
First Class,Consumer,Plano,Texas,Central,Office Supplies,Paper,10.368,2,0.2,3.6288
First Class,Corporate,Dallas,Texas,Central,Technology,Accessories,39.984,2,0.2,-1.4994
Standard Class,Consumer,Amarillo,Texas,Central,Technology,Phones,307.168,4,0.2,30.7168
Standard Class,Consumer,Houston,Texas,Central,Technology,Phones,19.136,2,0.2,1.9136
Standard Class,Consumer,Pharr,Texas,Central,Furniture,Tables,124.404,4,0.3,-21.3264
Standard Class,Consumer,Irving,Texas,Central,Office Supplies,Storage,18.936,3,0.2,-3.7872
Standard Class,Consumer,Irving,Texas,Central,Office Supplies,Storage,12.672,3,0.2,-3.168
Standard Class,Consumer,Irving,Texas,Central,Office Supplies,Labels,5.04,2,0.2,1.764
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,76.64,2,0.2,26.824
Standard Class,Home Office,Dallas,Texas,Central,Office Supplies,Envelopes,4.464,1,0.2,1.674
Second Class,Home Office,Garland,Texas,Central,Office Supplies,Art,30.384,1,0.2,3.798
First Class,Home Office,Dallas,Texas,Central,Furniture,Tables,298.116,6,0.3,-4.2588
Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Supplies,44.688,7,0.2,5.0274
Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Art,31.744,2,0.2,2.3808
Standard Class,Consumer,El Paso,Texas,Central,Office Supplies,Fasteners,18.84,5,0.2,-3.5325
Standard Class,Consumer,El Paso,Texas,Central,Furniture,Chairs,362.25,6,0.3,0.0
Standard Class,Consumer,El Paso,Texas,Central,Office Supplies,Storage,129.552,3,0.2,-22.6716
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,16.448,2,0.2,5.5512
Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Envelopes,87.92,5,0.2,29.673
Standard Class,Consumer,San Antonio,Texas,Central,Technology,Accessories,106.08,6,0.2,-9.282
Standard Class,Consumer,Amarillo,Texas,Central,Office Supplies,Paper,25.92,5,0.2,9.072
First Class,Consumer,Houston,Texas,Central,Office Supplies,Labels,4.608,2,0.2,1.6704
Standard Class,Consumer,Huntsville,Texas,Central,Office Supplies,Art,12.736,4,0.2,2.2288
